SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units
4232-19_2	SL003304	Insulin-like growth factor 1 receptor	IGF-I sR	P08069	3480	IGF1R	Human	RFU
4234-8_2	SL004146	Interleukin-1 receptor-like 1	IL-1 R4	Q01638	9173	IL1RL1	Human	RFU
4237-70_3	SL011770	Leucine carboxyl methyltransferase 1	LCMT1	Q9UIC8	51451	LCMT1	Human	RFU
4238-4_2	SL012168	Protein lin-7 homolog B	LIN7B	Q9HAP6	64130	LIN7B	Human	RFU
4240-31_2	SL002650	Pyruvate kinase PKM	M2-PK	P14618	5315	PKM2	Human	RFU
4245-80_2	SL001999	E3 ubiquitin-protein ligase Mdm2	MDM2	Q00987	4193	MDM2	Human	RFU
4246-40_2	SL004154	Neural cell adhesion molecule L1	NCAM-L1	P32004	3897	L1CAM	Human	RFU
4249-64_2	SL004921	Nucleoside diphosphate kinase B	NDP kinase B	P22392	4831	NME2	Human	RFU
4250-23_3	SL006268	NSFL1 cofactor p47	NSF1C	Q9UNZ2	55968	NSFL1C	Human	RFU
4254-6_2	SL011768	NudC domain-containing protein 3	NUDC3	Q8IVD9	23386	NUDCD3	Human	RFU
4258-15_2	SL008331	Proliferation-associated protein 2G4	PA2G4	Q9UQ80	5036	PA2G4	Human	RFU
4261-55_2	SL005493	Serum paraoxonase/arylesterase 1	paraoxonase 1	P27169	5444	PON1	Human	RFU
4267-81_3	SL011772	Pescadillo homolog	PESC	O00541	23481	PES1	Human	RFU
4271-75_2	SL006705	Prefoldin subunit 5	PFD5	Q99471	5204	PFDN5	Human	RFU
4272-46_2	SL000539	Glucose-6-phosphate isomerase	PHI	P06744	2821	GPI	Human	RFU
4276-10_2	SL005358	Phosphatidylethanolamine-binding protein 1	prostatic binding protein	P30086	5037	PEBP1	Human	RFU
4278-14_3	SL004901	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	5034	P4HB	Human	RFU
4280-47_2	SL008865	Proteasome subunit alpha type-2	PSA2	P25787	5683	PSMA2	Human	RFU
4282-3_2	SL005034	GTP-binding nuclear protein Ran	RAN	P62826	5901	RAN	Human	RFU
4284-18_3	SL011535	RNA-binding protein 39	RBM39	Q14498	9584	RBM39	Human	RFU
4292-5_3	SL011202	Alpha-soluble NSF attachment protein	SNAA	P54920	8775	NAPA	Human	RFU
4294-16_2	SL006088	Sphingosine kinase 1	Sphingosine kinase 1	Q9NYA1	8877	SPHK1	Human	RFU
4297-62_3	SL005115	Spondin-1	Spondin-1	Q9HCB6	10418	SPON1	Human	RFU
4301-58_2	SL000057	Thymidine kinase, cytosolic	Thymidine kinase	P04183	7083	TK1	Human	RFU
4304-18_2	SL006698	Ligand-dependent nuclear receptor corepressor-like protein	transcription factor MLR1, isoform CRA_b	Q8N3X6	254251	LCORL	Human	RFU
4306-4_2	SL003655	Transketolase	Transketolase	P29401	7086	TKT	Human	RFU
4309-59_3	SL004812	Triosephosphate isomerase	Triosephosphate isomerase	P60174	7167	TPI1	Human	RFU
4314-12_2	SL011809	dCTP pyrophosphatase 1	XTP3A	Q9H773	79077	DCTPP1	Human	RFU
4318-12_3	SL004940	Tyrosine-protein phosphatase non-receptor type 6	PTP-1C	P29350	5777	PTPN6	Human	RFU
4322-28_3	SL013489	Protein amnionless	AMNLS	Q9BXJ7	81693	AMN	Human	RFU
4324-33_2	SL008516	Cystatin-SA	CYTT	P09228	1470	CST2	Human	RFU
4328-2_2	SL013490	Brother of CDO	BOC	Q9BWV1	91653	BOC	Human	RFU
4332-6_2	SL013488	C-type lectin domain family 1 member B	CLC1B	Q9P126	51266	CLEC1B	Human	RFU
4336-2_1	SL000572	Serum amyloid A-1 protein	SAA	P0DJI8	6288	SAA1	Human	RFU
4337-49_2	SL000051	C-reactive protein	CRP	P02741	1401	CRP	Human	RFU
4342-10_3	SL002922	Intercellular adhesion molecule 1	sICAM-1	P05362	3383	ICAM1	Human	RFU
4355-13_1	SL007752	Death-associated protein kinase 2	DAPK2	Q9UIK4	23604	DAPK2	Human	RFU
4359-87_1	SL013570	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	O43781	8444	DYRK3	Human	RFU
4374-45_2	SL003869	Growth/differentiation factor 15	MIC-1	Q99988	9518	GDF15	Human	RFU
4389-2_1	SL007003	Desert hedgehog protein N-product	DHH	O43323	50846	DHH	Human	RFU
4392-54_2	SL005161	Fibroblast growth factor 12	FGF-12	P61328	2257	FGF12	Human	RFU
4393-3_1	SL004334	Fibroblast growth factor 16	FGF-16	O43320	8823	FGF16	Human	RFU
4394-71_2	SL014308	Fibroblast growth factor 8 isoform A	FGF-8A	P55075	2253	FGF8	Human	RFU
4396-54_1	SL004348	Interferon lambda-1	IFN-lambda 1	Q8IU54	282618	IFNL1	Human	RFU
4397-26_2	SL004349	Interferon lambda-2	IFN-lambda 2	Q8IZJ0	282616	IFNL2	Human	RFU
4407-10_1	SL005202	Hepatocyte growth factor-like protein	MSP	P26927	4485	MST1	Human	RFU
4413-3_2	SL001888	Antileukoproteinase	SLPI	P03973	6590	SLPI	Human	RFU
4414-69_2	SL004484	Pulmonary surfactant-associated protein D	SP-D	P35247	6441	SFTPD	Human	RFU
4420-7_2	SL009988	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12	O43184	8038	ADAM12	Human	RFU
4423-77_2	SL003674	Bcl-2-like protein 1	BCL2-like 1 protein	Q07817	598	BCL2L1	Human	RFU
4428-1_2	SL013988	Carbohydrate sulfotransferase 2	CHST2	Q9Y4C5	9435	CHST2	Human	RFU
4429-51_2	SL014130	Carbohydrate sulfotransferase 6	CHST6	Q9GZX3	4166	CHST6	Human	RFU
4430-44_3	SL006713	Collectin-11	Collectin Kidney 1	Q9BWP8	78989	COLEC11	Human	RFU
4435-66_2	SL009045	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7	ENPP7	Q6UWV6	339221	ENPP7	Human	RFU
4436-1_2	SL014093	Ectonucleoside triphosphate diphosphohydrolase 3	ENTP3	O75355	956	ENTPD3	Human	RFU
4437-56_3	SL014028	Ectonucleoside triphosphate diphosphohydrolase 5	ENTP5	O75356	957	ENTPD5	Human	RFU
4440-15_2	SL014088	Fc receptor-like protein 3	FCRL3	Q96P31	115352	FCRL3	Human	RFU
4449-67_3	SL007024	Gremlin-1	GREM1	O60565	26585	GREM1	Human	RFU
4450-26_2	SL009791	Heterogeneous nuclear ribonucleoprotein A/B	hnRNP A/B	Q99729	3182	HNRNPAB	Human	RFU
4452-9_2	SL014096	Leucine-rich repeat transmembrane neuronal protein 1	LRRT1	Q86UE6	347730	LRRTM1	Human	RFU
4453-83_3	SL014108	Leucine-rich repeat transmembrane neuronal protein 3	LRRT3	Q86VH5	347731	LRRTM3	Human	RFU
4455-89_2	SL006523	Lactadherin	MFGM	Q08431	4240	MFGE8	Human	RFU
4459-68_2	SL014069	Proprotein convertase subtilisin/kexin type 7	PCSK7	Q16549	9159	PCSK7	Human	RFU
4460-8_2	SL006998	3-phosphoinositide-dependent protein kinase 1	PDPK1	O15530	5170	PDPK1	Human	RFU
4464-10_2	SL001753	Sialoadhesin	Sialoadhesin	Q9BZZ2	6614	SIGLEC1	Human	RFU
4467-49_2	SL005488	SPARC-like protein 1	SPARCL1	Q14515	8404	SPARCL1	Human	RFU
4468-21_2	SL014029	Sphingosine kinase 2	SPHK2	Q9NRA0	56848	SPHK2	Human	RFU
4469-78_2	SL007502	Carbohydrate sulfotransferase 15	ST4S6	Q7LFX5	51363	CHST15	Human	RFU
4471-50_2	SL008945	Protein-glutamine gamma-glutamyltransferase E	TGM3	Q08188	7053	TGM3	Human	RFU
4472-5_2	SL004908	Tropomyosin beta chain	Tropomyosin 2	P07951	7169	TPM2	Human	RFU
4474-19_2	SL004070	Ubiquitin	Ubiquitin	P62979	6233	RPS27A	Human	RFU
4476-22_2	SL010519	Tyrosine-protein kinase ZAP-70	ZAP70	P43403	7535	ZAP70	Human	RFU
4479-14_2	SL000308	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	P05155	710	SERPING1	Human	RFU
4480-59_2	SL000314	Complement C3b	C3b	P01024	718	C3	Human	RFU
4481-34_2	SL000316	Complement C4	C4	P0C0L4, P0C0L5	720 721	C4A C4B	Human	RFU
4482-66_2	SL000321	Complement C5b-C6 complex	C5b, 6 Complex	P01031,P13671	727 729	C5 C6	Human	RFU
4487-1_1	SL001691	Fibroblast growth factor 7	FGF7	P21781	2252	FGF7	Human	RFU
4490-65_2	SL005187	Interleukin-3 receptor subunit alpha	IL-3 Ra	P26951	3563	IL3RA	Human	RFU
4491-4_2	SL005188	Interleukin-5 receptor subunit alpha	IL-5 Ra	Q01344	3568	IL5RA	Human	RFU
4493-92_1	SL000470	Interleukin-11	IL-11	P20809	3589	IL11	Human	RFU
4495-33_2	SL017189	Kininogen-1	Kininogen, HMW	P01042	3827	KNG1	Human	RFU
4496-60_2	SL000522	Macrophage metalloelastase	MMP-12	P39900	4321	MMP12	Human	RFU
4498-62_2	SL003764	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM-120	P13591	4684	NCAM1	Human	RFU
4499-21_1	SL000535	Platelet-derived growth factor subunit A	PDGF-AA	P04085	5154	PDGFA	Human	RFU
4500-50_2	SL004363	Stem cell growth factor-alpha	SCGF-alpha	Q9Y240	6320	CLEC11A	Human	RFU
4533-76_2	SL012740	A disintegrin and metalloproteinase with thrombospondin motifs 15	ATS15	Q8TE58	170689	ADAMTS15	Human	RFU
4534-10_2	SL012822	Brain-specific serine protease 4	BSSP4	Q9GZN4	64063	PRSS22	Human	RFU
4535-50_2	SL008644	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	Q10588	683	BST1	Human	RFU
4540-11_2	SL009768	Chromobox protein homolog 5	CBX5	P45973	23468	CBX5	Human	RFU
4541-49_2	SL014092	Cell adhesion molecule-related/down-regulated by oncogenes	CDON	Q4KMG0	50937	CDON	Human	RFU
4542-24_2	SL001896	Clusterin	Clusterin	P10909	1191	CLU	Human	RFU
4543-65_2	SL014048	Collagen alpha-1(XXIII) chain	CONA1	Q86Y22	91522	COL23A1	Human	RFU
4544-4_3	SL004708	Connective tissue-activating peptide III	CTAP-III	P02775	5473	PPBP	Human	RFU
4545-53_3	SL006197	Mitochondrial import inner membrane translocase subunit TIM14	DnaJ homolog	Q96DA6	131118	DNAJC19	Human	RFU
4546-27_3	SL008822	Adhesion G protein-coupled receptor E2	EMR2	Q9UHX3	30817	ADGRE2	Human	RFU
4547-59_2	SL014071	Leucine-rich repeat transmembrane protein FLRT1	FLRT1	Q9NZU1	23769	FLRT1	Human	RFU
4548-4_2	SL005575	Galactoside 3(4)-L-fucosyltransferase	Fucosyltransferase 3	P21217	2525	FUT3	Human	RFU
4549-78_2	SL014008	Alpha-(1,3)-fucosyltransferase 5	FUT5	Q11128	2527	FUT5	Human	RFU
4551-72_3	SL014094	Adhesion G-protein coupled receptor G5	GP114	Q8IZF4	221188	ADGRG5	Human	RFU
4553-65_3	SL014009	Hepatoma-derived growth factor-related protein 2	HDGR2	Q7Z4V5	84717	HDGFRP2	Human	RFU
4556-10_2	SL013548	Interleukin-34	IL-34	Q6ZMJ4	146433	IL34	Human	RFU
4557-61_2	SL014111	Kin of IRRE-like protein 3	KIRR3	Q8IZU9	84623	KIRREL3	Human	RFU
4559-64_2	SL013969	Kynureninase	KYNU	Q16719	8942	KYNU	Human	RFU
4561-65_2	SL004299	Baculoviral IAP repeat-containing protein 7 Isoform beta	Livin B	Q96CA5	79444	BIRC7	Human	RFU
4562-1_2	SL012457	Neurexophilin-1	NXPH1	P58417	30010	NXPH1	Human	RFU
4563-61_2	SL012108	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	PLCG1	P19174	5335	PLCG1	Human	RFU
4564-2_2	SL006406	Plexin-C1	PLXC1	O60486	10154	PLXNC1	Human	RFU
4566-24_3	SL013989	R-spondin-2	RSPO2	Q6UXX9	340419	RSPO2	Human	RFU
4567-82_2	SL014468	SH2 domain-containing protein 1A	SH21A	O60880	4068	SH2D1A	Human	RFU
4568-17_2	SL014070	SLIT and NTRK-like protein 5	SLIK5	O94991	26050	SLITRK5	Human	RFU
4569-52_2	SL014091	VPS10 domain-containing receptor SorCS2	SORC2	Q96PQ0	57537	SORCS2	Human	RFU
4588-1_2	SL011499	Pancreatic hormone	PH	P01298	5539	PPY	Human	RFU
4673-13_2	SL000087	Interleukin-6	IL-6	P05231	3569	IL6	Human	RFU
4693-72_2	SL008085	3-hydroxyisobutyrate dehydrogenase, mitochondrial	3HIDH	P31937	11112	HIBADH	Human	RFU
4697-59_2	SL001726	Granulocyte-macrophage colony-stimulating factor	GM-CSF	P04141	1437	CSF2	Human	RFU
4703-87_2	SL000597	Lymphotoxin-alpha	TNF-b	P01374	4049	LTA	Human	RFU
4706-17_2	SL010830	Protein 4.1	41	P11171	2035	EPB41	Human	RFU
4708-3_2	SL004253	Estradiol 17-beta-dehydrogenase 1	17-beta-HSD 1	P14061	3292	HSD17B1	Human	RFU
4712-28_2	SL005361	Apolipoprotein D	Apo D	P05090	347	APOD	Human	RFU
4717-55_2	SL000479	Interleukin-3	IL-3	P08700	3562	IL3	Human	RFU
4718-5_2	SL007869	Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5479	PPIB	Human	RFU
4719-58_2	SL003524	Protein disulfide-isomerase A3	Protein disulfide isomerase A3	P30101	2923	PDIA3	Human	RFU
4721-54_2	SL006119	Trefoil factor 3	TFF3	Q07654	7033	TFF3	Human	RFU
4763-31_3	SL004742	Afamin	Afamin	P43652	173	AFM	Human	RFU
4769-10_3	SL008590	Olfactomedin-4	Olfactomedin-4	Q6UX06	10562	OLFM4	Human	RFU
4771-10_3	SL012754	Acid sphingomyelinase-like phosphodiesterase 3a	ASM3A	Q92484	10924	SMPDL3A	Human	RFU
4774-62_3	SL016129	Protein FAM107B	FAM107B	Q9H098	83641	FAM107B	Human	RFU
4775-34_3	SL005572	Gelsolin	Gelsolin	P06396	2934	GSN	Human	RFU
4785-30_3	SL000347	Corticosteroid-binding globulin	CBG	P08185	866	SERPINA6	Human	RFU
4786-58_3	SL007871	UMP-CMP kinase	Cytidylate kinase	P30085	51727	CMPK1	Human	RFU
4801-13_3	SL007153	Lactoperoxidase	PERL	P22079	4025	LPO	Human	RFU
4807-13_3	SL008072	Collagen alpha-1(VIII) chain	CO8A1	P27658	1295	COL8A1	Human	RFU
4811-33_3	SL004739	Inter-alpha-trypsin inhibitor heavy chain H4	ITI heavy chain H4	Q14624	3700	ITIH4	Human	RFU
4815-25_3	SL016128	Thioredoxin domain-containing protein 12	TXD12	O95881	51060	TXNDC12	Human	RFU
4829-43_6	SL001737	14-3-3 protein sigma	STRATIFIN	P31947	2810	SFN	Human	RFU
4831-4_2	SL002823	L-Selectin	sL-Selectin	P14151	6402	SELL	Human	RFU
4832-75_2	SL004156	Tumor necrosis factor receptor superfamily member 10A	TRAIL R1	O00220	8797	TNFRSF10A	Human	RFU
4834-61_2	SL002654	Ephrin type-A receptor 2	Epithelial cell kinase	P29317	1969	EPHA2	Human	RFU
4840-73_1	SL001729	Granulocyte colony-stimulating factor	G-CSF	P09919	1440	CSF3	Human	RFU
4842-62_2	SL000070	Glypican-3	Glypican 3	P51654	2719	GPC3	Human	RFU
4851-25_1	SL000125	Interleukin-1 alpha	IL-1a	P01583	3552	IL1A	Human	RFU
4859-6_1	SL004080	Bone morphogenetic protein receptor type-1A	BMPR1A	P36894	657	BMPR1A	Human	RFU
4862-63_1	SL004133	Bone morphogenetic protein receptor type-2	BMP RII	Q13873	659	BMPR2	Human	RFU
4866-59_2	SL004160	BDNF/NT-3 growth factors receptor	TrkB	Q16620	4915	NTRK2	Human	RFU
4867-15_2	SL003310	Vascular endothelial growth factor A, isoform 121	VEGF121	P15692	7422	VEGFA	Human	RFU
4874-3_1	SL000003	Angiogenin	Angiogenin	P03950	283	ANG	Human	RFU
4876-32_1	SL000357	Coagulation factor IX	Coagulation Factor IX	P00740	2158	F9	Human	RFU
4878-3_1	SL000360	Coagulation Factor X	Coagulation Factor X	P00742	2159	F10	Human	RFU
4880-21_1	SL007756	Growth/differentiation factor 2	GDF2	Q9UK05	2658	GDF2	Human	RFU
4883-56_2	SL000021	Insulin	Insulin	P01308	3630	INS	Human	RFU
4886-3_1	SL000516	C-C motif chemokine 7	MCP-3	P80098	6354	CCL7	Human	RFU
4889-82_1	SL009951	Protein Wnt-7a	WNT7A	O00755	7476	WNT7A	Human	RFU
4890-10_1	SL003461	Corticotropin	ACTH	P01189	5443	POMC	Human	RFU
4891-50_1	SL000433	Glucagon	Glucagon	P01275	2641	GCG	Human	RFU
4900-8_1	SL000313	C3a anaphylatoxin	C3a	P01024	718	C3	Human	RFU
4903-72_1	SL003657	Calcineurin	Calcineurin	Q08209  P63098	5530 5534	PPP3CA PPP3R1	Human	RFU
4904-7_1	SL003710	Caspase-2	Caspase-2	P42575	835	CASP2	Human	RFU
4905-63_1	SL004814	Coactosin-like protein	Coactosin-like protein	Q14019	23406	COTL1	Human	RFU
4906-35_1	SL000622	Coagulation Factor V	Coagulation Factor V	P12259	2153	F5	Human	RFU
4907-56_1	SL000022	D-dimer	D-dimer	P02671 P02675 P02679	2243 2244 2266	FGA FGB FGG	Human	RFU
4908-6_1	SL004482	Endoglin	Endoglin	P17813	2022	ENG	Human	RFU
4909-68_1	SL005167	Galectin-8	Galectin-8	O00214	3964	LGALS8	Human	RFU
4910-21_1	SL004064	Phospholipase A2	GIB	P04054	5319	PLA2G1B	Human	RFU
4911-49_2	SL003643	Glutathione S-transferase P	Glutathione S-transferase Pi	P09211	2950	GSTP1	Human	RFU
4912-17_1	SL000280	Aspartate aminotransferase, cytoplasmic	GOT1	P17174	2805	GOT1	Human	RFU
4913-78_1	SL003300	C-C motif chemokine 16	HCC-4	O15467	6360	CCL16	Human	RFU
4914-10_1	SL001766	Human Chorionic Gonadotropin	HCG	P01215,P01233	1081 1082	CGA CGB	Human	RFU
4915-64_2	SL000836	Hemoglobin	Hemoglobin	P69905, P68871	3039  3043	HBA1 HBB	Human	RFU
4916-2_1	SL000460	Immunoglobulin D	IgD	P01880	3495 50802 3535	IGHD  IGK@ IGL@	Human	RFU
4917-62_1	SL003182	Integrin alpha-V: beta-5 complex	Integrin aVb5	P06756, P18084	3685 3693	ITGAV ITGB5	Human	RFU
4920-10_1	SL000510	Lysozyme C	Lysozyme	P61626	4069	LYZ	Human	RFU
4922-13_1	SL003189	C-C motif chemokine 19	MIP-3b	Q99731	6363	CCL19	Human	RFU
4923-79_1	SL005201	Muellerian-inhibiting factor	MIS	P03971	268	AMH	Human	RFU
4924-32_1	SL000521	Interstitial collagenase	MMP-1	P03956	4312	MMP1	Human	RFU
4925-54_2	SL000523	Collagenase 3	MMP-13	P45452	4322	MMP13	Human	RFU
4929-55_1	SL005102	Sex hormone-binding globulin	SHBG	P04278	6462	SHBG	Human	RFU
4930-21_1	SL005789	Stanniocalcin-1	Stanniocalcin-1	P52823	6781	STC1	Human	RFU
4931-59_1	SL000024	Tissue Factor	TF	P13726	2152	F3	Human	RFU
4956-2_1	SL000139	Epiregulin	EPI	O14944	2069	EREG	Human	RFU
4957-1_2	SL004605	40S ribosomal protein SA	40S ribosomal protein SA	P08865	3921	RPSA	Human	RFU
4959-2_1	SL004925	Anterior gradient protein 2 homolog	AGR2	O95994	10551	AGR2	Human	RFU
4960-72_1	SL004208	Annexin A1	annexin I	P04083	301	ANXA1	Human	RFU
4961-17_1	SL004209	Annexin A2	annexin II	P07355	302	ANXA2	Human	RFU
4962-52_1	SL012538	Cerebral dopamine neurotrophic factor	ARMEL	Q49AH0	441549	CDNF	Human	RFU
4963-19_1	SL011708	cAMP-regulated phosphoprotein 19	ARP19	P56211	10776	ARPP19	Human	RFU
4964-67_1	SL007729	Endoplasmic reticulum aminopeptidase 1	ARTS1	Q9NZ08	51752	ERAP1	Human	RFU
4965-27_1	SL005675	ATP synthase subunit beta, mitochondrial	ATP synthase beta chain	P06576	506	ATP5B	Human	RFU
4967-1_1	SL008177	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	Q07021	708	C1QBP	Human	RFU
4968-50_1	SL008099	Macrophage-capping protein	CAPG	P40121	822	CAPG	Human	RFU
4969-2_1	SL004866	Carbonic anhydrase 1	Carbonic anhydrase I	P00915	759	CA1	Human	RFU
4970-55_1	SL000339	Carbonic anhydrase 2	carbonic anhydrase II	P00918	760	CA2	Human	RFU
4971-1_1	SL008380	Cathepsin Z	CATZ	Q9UBR2	1522	CTSZ	Human	RFU
4973-18_1	SL003728	Baculoviral IAP repeat-containing protein 3	cIAP-2	Q13489	330	BIRC3	Human	RFU
4976-57_1	SL013240	Adapter molecule crk	CRK	P46108	1398	CRK	Human	RFU
4978-54_2	SL011628	Drebrin-like protein	DBNL	Q9UJU6	28988	DBNL	Human	RFU
4979-34_2	SL008178	Dermatopontin	DERM	Q07507	1805	DPT	Human	RFU
4981-6_1	SL008709	Desmocollin-3	DSC3	Q14574	1825	DSC3	Human	RFU
4982-54_1	SL004458	Elafin	Elafin	P19957	5266	PI3	Human	RFU
4983-6_1	SL003522	Endoplasmic reticulum resident protein 29	ERP29	P30040	10961	ERP29	Human	RFU
4984-83_1	SL006378	S-formylglutathione hydrolase	Esterase D	P10768	2098	ESD	Human	RFU
4985-11_1	SL005352	Fatty acid-binding protein, epidermal	FABPE	Q01469	2171	FABP5	Human	RFU
4986-59_1	SL012248	Focal adhesion kinase 1	FAK1	Q05397	5747	PTK2	Human	RFU
4987-17_1	SL010373	Immunoglobulin alpha Fc receptor	FCAR	P24071	2204	FCAR	Human	RFU
4988-49_2	SL002036	Fibroblast growth factor receptor 4	FGFR4	P22455	2264	FGFR4	Human	RFU
4989-7_1	SL003341	Fibrinogen gamma chain	Fibrinogen g-chain dimer	P02679	2266	FGG	Human	RFU
4990-87_1	SL006460	Platelet glycoprotein Ib alpha chain	GP1BA	P07359	2811	GP1BA	Human	RFU
4991-12_1	SL012469	Glypican-5	GPC5	P78333	2262	GPC5	Human	RFU
4992-49_1	SL007173	Granulins	GRN	P28799	2896	GRN	Human	RFU
4993-16_1	SL000670	Glutathione S-transferase A3	GSTA3	Q16772	2940	GSTA3	Human	RFU
4994-178_1	SL002756	Heterogeneous nuclear ribonucleoprotein K	hnRNP K	P61978	3190	HNRNPK	Human	RFU
4995-16_1	SL003930	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPG-	P15428	3248	HPGD	Human	RFU
4996-66_1	SL006448	Histidine-rich glycoprotein	HRG	P04196	3273	HRG	Human	RFU
4997-19_1	SL011616	Eukaryotic initiation factor 4A-III	IF4A3	P38919	9775	EIF4A3	Human	RFU
4998-50_2	SL007025	Tyrosine-protein kinase JAK2	JAK2	O60674	3717	JAK2	Human	RFU
5000-52_1	SL006522	Galectin-3-binding protein	LG3BP	Q08380	3959	LGALS3BP	Human	RFU
5001-6_2	SL001973	Mammaglobin-B	Mammaglobin 2	O75556	4246	SCGB2A1	Human	RFU
5002-76_1	SL002646	Matrix metalloproteinase-14	MMP-14	P50281	4323	MMP14	Human	RFU
5004-69_1	SL007453	Mitogen-activated protein kinase 11	MK11	Q15759	5600	MAPK11	Human	RFU
5005-4_1	SL007281	Mitogen-activated protein kinase 12	MK12	P53778	6300	MAPK12	Human	RFU
5006-71_1	SL006993	Mitogen-activated protein kinase 13	MK13	O15264	5603	MAPK13	Human	RFU
5007-1_1	SL006920	Mitogen-activated protein kinase 14	MAPK14	Q16539	1432	MAPK14	Human	RFU
5008-51_1	SL001815	Superoxide dismutase [Mn], mitochondrial	Mn SOD	P04179	6648	SOD2	Human	RFU
5009-11_1	SL005846	Moesin	Moesin	P26038	4478	MSN	Human	RFU
5011-11_1	SL003685	Nicotinamide phosphoribosyltransferase	PBEF	P43490	10135	NAMPT	Human	RFU
5012-67_1	SL004296	Adenylate kinase isoenzyme 1	Myokinase, human	P00568	203	AK1	Human	RFU
5013-2_1	SL004915	Chloride intracellular channel protein 1	NCC27	O00299	1192	CLIC1	Human	RFU
5014-49_1	SL006091	Cytoplasmic protein NCK1	NCK1	P16333	4690	NCK1	Human	RFU
5015-15_1	SL003440	Platelet-activating factor acetylhydrolase	PAFAH	Q13093	7941	PLA2G7	Human	RFU
5016-61_2	SL008933	Protein deglycase DJ-1	PARK7	Q99497	11315	PARK7	Human	RFU
5017-19_1	SL004932	Peroxiredoxin-5, mitochondrial	Peroxiredoxin-5	P30044	25824	PRDX5	Human	RFU
5018-68_1	SL005694	Peroxiredoxin-6	Peroxiredoxin-6	P30041	9588	PRDX6	Human	RFU
5019-16_2	SL002803	Ubiquitin carboxyl-terminal hydrolase isozyme L1	PGP9.5	P09936	7345	UCHL1	Human	RFU
5020-50_1	SL003653	Phosphoglycerate kinase 1	phosphoglycerate kinase 1	P00558	5230	PGK1	Human	RFU
5021-13_1	SL004914	Inorganic pyrophosphatase	PPase	Q15181	5464	PPA1	Human	RFU
5023-23_1	SL009792	Adenylosuccinate lyase	PUR8	P30566	158	ADSL	Human	RFU
5024-67_1	SL002522	Retinoblastoma-associated protein	Rb	P06400	5925	RB1	Human	RFU
5026-66_1	SL008059	40S ribosomal protein S3	RS3	P23396	6188	RPS3	Human	RFU
5028-59_1	SL005764	Scavenger receptor cysteine-rich type 1 protein M130	sCD163	Q86VB7	9332	CD163	Human	RFU
5029-3_1	SL006528	Prolyl endopeptidase FAP	SEPR	Q12884	2191	FAP	Human	RFU
5030-52_1	SL006629	NAD-dependent protein deacetylase sirtuin-2	SIRT2	Q8IXJ6	22933	SIRT2	Human	RFU
5031-10_1	SL008190	Spectrin alpha chain, non-erythrocytic 1	SPTA2	Q13813	6709	SPTAN1	Human	RFU
5032-64_1	SL009868	FACT complex subunit SSRP1	SSRP1	Q08945	6749	SSRP1	Human	RFU
5033-27_1	SL004737	Tropomyosin alpha-1 chain	Tropomyosin 1 alpha chain	P09493	7168	TPM1	Human	RFU
5034-79_1	SL010388	Trypsin-2	Trypsin 2	P07478	5645	PRSS2	Human	RFU
5035-7_1	SL000142	Thymidylate synthase	TS	P04818	7298	TYMS	Human	RFU
5036-50_1	SL004782	Tumor necrosis factor-inducible gene 6 protein	TSG-6	P98066	7130	TNFAIP6	Human	RFU
5060-62_3	SL004852	Programmed cell death 1 ligand 1	B7-H1	Q9NZQ7	29126	CD274	Human	RFU
5061-27_3	SL004853	ICOS ligand	B7-H2	O75144	23308	ICOSLG	Human	RFU
5062-60_3	SL011100	CD226 antigen	CD226	Q15762	10666	CD226	Human	RFU
5063-12_2	SL014188	Natural killer cell receptor 2B4	CD244	Q9BZW8	51744	CD244	Human	RFU
5065-8_2	SL014229	CD83 antigen	CD83	Q01151	9308	CD83	Human	RFU
5066-134_3	SL014270	CMRF35-like molecule 6	CLM6	Q08708	10871	CD300C	Human	RFU
5068-54_3	SL014208	Cytotoxic and regulatory T-cell molecule	CRTAM	O95727	56253	CRTAM	Human	RFU
5069-9_3	SL004556	Complement decay-accelerating factor	DAF	P08174	1604	CD55	Human	RFU
5070-76_3	SL003739	Tumor necrosis factor receptor superfamily member 6B	DcR3	O95407	8771	TNFRSF6B	Human	RFU
5076-53_2	SL014294	Ephrin type-A receptor 10	EPHAA	Q5JZY3	284656	EPHA10	Human	RFU
5077-28_3	SL007179	Ephrin type-B receptor 2	EPHB2	P29323	2048	EPHB2	Human	RFU
5078-82_3	SL008414	Ephrin type-B receptor 6	EphB6	O15197	2051	EPHB6	Human	RFU
5080-131_3	SL007429	Transmembrane glycoprotein NMB	GPNMB	Q14956	10457	GPNMB	Human	RFU
